user_id,user_name,follower_count,friend_count,description,user_profile_img,user_created_at
1335470932958261249,DropCentr • Black Friday Deals • In-Demand Items,21140,72,24/7 Restock Alerts 🚨 #PS5 / #Xbox / #NintendoSwitch / #GPU / #Funko • Video Game Deals & News 🎮 • As an Amazon Associate I earn from qualifying purchases.,http://pbs.twimg.com/profile_images/1412459638537265162/sCby1htc_normal.jpg,2020-12-06 06:28:28+00:00
1588530333720477696,Laury Simonis,0,1,store,http://pbs.twimg.com/profile_images/1588530834059018240/l4cVFO3L_normal.jpg,2022-11-04 13:55:25+00:00
1584870461359333377,Rosa Harms,511,782,"Unless you have a domain name associated with your name or your business name, the first thing people will see when they search for you is your Twitter handle,",http://pbs.twimg.com/profile_images/1584944617253875712/YgL_-ata_normal.jpg,2022-10-25 11:33:36+00:00
789385432232435712,MyFreeWallet,641,1748,Stop wasting time and MAKE CASH online Today. You could start making money in as little as 30 secs from now!,http://pbs.twimg.com/profile_images/789385957778731008/NPp_CbVD_normal.jpg,2016-10-21 08:38:47+00:00
1333412217287569410,madapril.com,3,5,https://t.co/QOnXShI8hZ Sale all what we can!,http://pbs.twimg.com/profile_images/1590851906536194049/JMb9PcCJ_normal.jpg,2020-11-30 14:07:11+00:00
2952558629,Chawi Deals | Save your money,2763,600,"Best deals, Coupons, big Discounts, Cash Back, Promotions, Best Sales and more From Many Stores . Only 20% Off and Above",http://pbs.twimg.com/profile_images/1403511158682886145/QvdJK6PJ_normal.jpg,2014-12-31 05:19:41+00:00
1381352768997367826,Bargain Hunter,38,1,"🚨 Follow for the latest Movies, Video Games, Tech, and Collectibles! I tweet Affiliate Links #ad. Run by @realpabgames",http://pbs.twimg.com/profile_images/1381353461657264132/300bT83Y_normal.jpg,2021-04-11 21:05:47+00:00
1473683926053003271,LadyLove,20,55,Living and loving every moment💙,http://pbs.twimg.com/profile_images/1579129114665132034/Dal2WgcE_normal.jpg,2021-12-22 15:57:14+00:00
1489542604459241472,salina jackson Giveways,343,1343,"Daily Amazing Gift Card Offer !! GIVEWAYS Check Below Link ,",http://pbs.twimg.com/profile_images/1560424836669009920/-TSPCRMr_normal.jpg,2022-02-04 10:13:40+00:00
316282893,TechGuySmartBuy,2537,894,Award-winning digital advisors for your consumer electronics & lifestyle needs. #tech #lifestyle #teampixel  Contact: rod@techguysmartbuy.com,http://pbs.twimg.com/profile_images/1384328083407261704/iwajSmT4_normal.jpg,2011-06-13 06:34:06+00:00
1573186128093581312,Thrifty,10,7,"Freebies, Price Errors, Discounts, Sweepstakes, and more! All in a clean and organized discord server. Join us for free!⬇️ Links we post may be affiliate links!",http://pbs.twimg.com/profile_images/1578646101950959618/UOp9chN2_normal.jpg,2022-09-23 05:43:08+00:00
1491053582971731970,marica marri,23,180,Get win $1000 just simple task. are you interest visited here,http://pbs.twimg.com/profile_images/1497600973799587840/0I6vk-gt_normal.jpg,2022-02-08 14:17:49+00:00
1581000320435425280,Life with Pal blog,1,33,We are a blog owned by @vanessa6297. We share a variety of topics. Come check out our site.,http://pbs.twimg.com/profile_images/1581000646580350976/LdTeTBqy_normal.jpg,2022-10-14 19:14:51+00:00
1565784939039264774,On3Wing3dAng3l,31,407,NIIIIIIIBAAAAAA,http://pbs.twimg.com/profile_images/1565785585524117506/fR6Kc5dz_normal.jpg,2022-09-02 19:33:27+00:00
896314338,Barba Negra,380,542,Maybe high,http://pbs.twimg.com/profile_images/1019289800900337664/so6rNh2s_normal.jpg,2012-10-21 23:04:31+00:00
860287379478859776,PAB Games,22267,376,"Creator on YouTube | Games | Movies | Collectibles | Deals | Trust me, I’m a Mechanical Engineer 🛩",http://pbs.twimg.com/profile_images/1404656775429771266/E14AtdjT_normal.jpg,2017-05-05 00:17:49+00:00
1021827725709979651,All For Gardening,456,6,,http://pbs.twimg.com/profile_images/1021830471628423169/NTw7HAUK_normal.jpg,2018-07-24 18:41:29+00:00
1529825678601834496,xoCanPenguinsFlyxo,2,3,"shopper,couponer, Fetchrewards,Ibotta,Fanduel",http://pbs.twimg.com/profile_images/1577504783170260992/ybPG_i6P_normal.jpg,2022-05-26 14:04:14+00:00
1241655426074079232,FreeDeals,107,0,Searching for #FreeDeals #FreeGift #Giveaway,http://pbs.twimg.com/profile_images/1241656223046328321/5FKtarGw_normal.jpg,2020-03-22 09:18:24+00:00
87391426,Mining Weekly,47586,1056,"Premier news source for global mining developments. Follow @MiningWeeklyCA and @MiningWeeklyAUS for more. To subscribe, click here: https://t.co/59ULQzGvjS",http://pbs.twimg.com/profile_images/992041340769841152/F2XosMLE_normal.jpg,2009-11-04 08:10:51+00:00
253616226,MiningWeeklyCA,14058,854,"Product of @CreamerMediaZA, providing global mining industry coverage. Follow @MiningWeekly and @MiningWeeklyAUS for more. Subscribe: https://t.co/Kg1schbFKW",http://pbs.twimg.com/profile_images/992041496957345792/EiqrMvXd_normal.jpg,2011-02-17 16:23:21+00:00
17137891,Walmart,1334312,355,"#IYWYK you can give double the 🎁 & still save money.  
Customer support questions? @WalmartHelp",http://pbs.twimg.com/profile_images/1590074918997204992/lBmHlwyT_normal.jpg,2008-11-03 19:38:44+00:00
1164770932482703362,Mets & Isles Gal 🏒 ⚾🇺🇸,695,1393,"Love my teams! #LFGM #LGM #Isles #Jets #Knicks #Irish #GoBlue 〽
💖 Kindness matters 💖",http://pbs.twimg.com/profile_images/1580347551819210754/2onn9e5W_normal.jpg,2019-08-23 05:26:58+00:00
1030530857889660930,AIYEPE USMAN OLAMILEKAN,1705,2366,"#ZeroPanic Captain General👨🏿‍🚒 | We Hard , never breakng down| Multi-personality| White Hacker | Website Devoloper| Director\actor |",http://pbs.twimg.com/profile_images/1491723645462405120/2X0__vx1_normal.jpg,2018-08-17 19:04:37+00:00
19380829,Yahoo,1427831,7550,"Yahoo's official Twitter, sharing the best of our network. For email help: @YahooCare",http://pbs.twimg.com/profile_images/1587454295468916740/QYMT9OSr_normal.jpg,2009-01-23 04:14:41+00:00
1398932176243245059,Justice For J6,959,514,"Listen to and share my homemade J4J6 tune “The Huntsman.” Recorded on my laptop, this song was written about the persecution of J6ers. 🇺🇸🇩🇪🏳️‍🌈",http://pbs.twimg.com/profile_images/1590114598602121217/MaOEmCp7_normal.jpg,2021-05-30 09:20:08+00:00
2551555637,O🌎 Flávio,390,5025,"Personalidade da Mídia.

A Ciência do Direito é um Bem Espiritual.

Building a Better future.

Ser libre es querer la libertad de los demás.",http://pbs.twimg.com/profile_images/1564962033635934209/6cic8Kd4_normal.jpg,2014-05-17 20:34:18+00:00
1498125277041360898,Ashley Cudjoe,257,1856,,http://pbs.twimg.com/profile_images/1520232643450654720/nMYv-C0Q_normal.jpg,2022-02-28 02:38:06+00:00
1537750610459643911,Rey Johnny,93,358,"Health profesional 
Future MD Orthopedic S.Specialits Adult PT Children PT",http://pbs.twimg.com/profile_images/1580907833918382080/mWiEC26x_normal.jpg,2022-06-17 10:55:52+00:00
1482933758,HER LO$$,582,1499,#odu | . .Tech Major👨🏽‍💻 #BlackTechTwitter .. Graphic Designer + Brand Strategist 👇🏽,http://pbs.twimg.com/profile_images/1589507724743688192/Vk6baqW7_normal.jpg,2013-06-04 18:24:03+00:00
1585431617031622657,Trey Rosenbaum,35,710,"Real Men wear PinK. Susan G Koman. Live, Laugh, and most, LOVE ❤️!!! My Sh3lly.",http://pbs.twimg.com/profile_images/1585461210878820353/Wg289497_normal.jpg,2022-10-27 00:42:25+00:00
1285271787652120577,serranobritney@yahoo.com,596,3348,"Facebook-Britney Burnett Serrano $BritneyJust
Instagram-Shewhoshouldnotbenamed9
Thanks for stopping by Have an amazing day!!",http://pbs.twimg.com/profile_images/1285276078047666176/V2QxOlUL_normal.jpg,2020-07-20 17:54:22+00:00
1513960245680291849,Jasmine,1369,2509,#TeamStacks,http://pbs.twimg.com/profile_images/1587217882760585216/6KtyZYic_normal.jpg,2022-04-12 19:20:37+00:00
1095398246682411010,Beth,218,758,"Stay at home mom, 
Veteran",http://pbs.twimg.com/profile_images/1490927693587693569/eqDEaMhz_normal.jpg,2019-02-12 19:04:28+00:00
1575172884548521991,Walmartguy3886,8,12,,http://pbs.twimg.com/profile_images/1575173216934526981/qvUeTt-f_normal.jpg,2022-09-28 17:17:57+00:00
947900994,BoShowOnAir,132,443,"Radio & voiceover artist/entertainer for 20+ yrs. when you get the radio bug, you're in it for life! Host of the national radio show “The Bo Show On Air”",http://pbs.twimg.com/profile_images/1352015697283588098/sWTiFckE_normal.jpg,2012-11-14 14:59:12+00:00
1348680467986305029,Tips Pec,622,1427,We will always try to give you better tips for your mobile and computer.,http://pbs.twimg.com/profile_images/1349959378393309189/-WIZ6pON_normal.png,2021-01-11 17:21:20+00:00
2544099769,🇮🇶𝐅𝐚𝐥𝐜𝐨𝐧 𝐇𝐚𝐦𝐚𝐝𝐚,2503,2299,"Official Account
The Only to Mr
The Falcon Hamada
Via Platform A Twitter
✋🏻⁩😔🚫+21",http://pbs.twimg.com/profile_images/1493524220957057024/_m053vxl_normal.jpg,2014-06-03 18:23:25+00:00
1325864162,🌹 Loyally Shamona ♠️,336,155,~ 👩🏾‍💻. 🇹🇹. ♏️. 📚. 📺. 🎶.✌🏾️ ~ Obsessed with the calm. ~ 🙌🏾 ~,http://pbs.twimg.com/profile_images/571562162205954049/A8TE6Z36_normal.jpeg,2013-04-04 01:34:13+00:00
1489289301242355717,Secnethia Henley,1094,1081,Tax Preparation Services,http://pbs.twimg.com/profile_images/1489289907654832128/zIytOXiB_normal.jpg,2022-02-03 17:29:18+00:00
388937980,🇺🇦 Mandu & Phyllis - #RIP HugiDad 💔,10206,3148,"I love cats, cooking, PBS, virtual dining with twitter chefs, restaurants, chef resources, #WeetiGang #DrWho, #StarTrek, follow mostly cats and chefs",http://pbs.twimg.com/profile_images/1587413175720415235/eL5YQT-j_normal.jpg,2011-10-11 15:51:08+00:00
877609009771155456,𝓜𝓻𝓼.𝓒𝓵𝓸𝓬𝓴𝔀𝓸𝓻𝓴 🎪 (ɯɐəɹρ ɹəʌəɟ) 🎪,1187,1009,"Music lover of all eras. Palaye Royale, FOB, TØP, YUNGBLUD, IDKHOW. Currently aspiring to be a writer. SAW PALAYE 11/6/22 🥰🎧💕",http://pbs.twimg.com/profile_images/1589625238429454336/T8shHMyy_normal.jpg,2017-06-21 19:27:47+00:00
1165488284610551809,Yuna Sasaki🇯🇵🇺🇸,22,555,"From Japan, I am raising 2 daughters full time, I love the ocean, sunsets, lakes, hiking, mountains, biking, food, travel, wine 
I like to laugh and be polite",http://pbs.twimg.com/profile_images/1584355639467413505/D-ESuVJU_normal.jpg,2019-08-25 04:57:25+00:00
1071767762647711752,Best MR Deals,132,94,"I tweet deals that may contain affiliate links. As a Viglink Associate, I earn from qualifying purchases. Get the best deals at one place

#AppsDeals #Walmart",http://pbs.twimg.com/profile_images/1589958680329347072/mQY_Qqzw_normal.jpg,2018-12-09 14:05:21+00:00
27478695,TravelAndSave,1503,281,"Tweeting travel deals and information to save you money on airline tickets, car rentals, hotel stays, cruises, vacation packages, and more!",http://pbs.twimg.com/profile_images/1215453672752152576/gQl6UvB6_normal.png,2009-03-29 18:51:40+00:00
